Trends file:
Created by:		chris
Created on:\tt09/18/2021T14:31:1631989880Z
Number of trends:	20
Country:		united_states
Zulu,#0,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,
10/21/2021T21:00:1634864405Z,Crown Jewel 2021,Europa League,Moderna booster shot,Uncharted movie,Timberwolves,Kyrsten Sinema,Gwyneth Paltrow,Ethereum,Brian Laundrie,Champions League,Celtics,Deshaun Watson,Truth Social,Bulls,Suns,Condoleezza Rice,LaMelo Ball,Coastal Carolina football,Salmonella outbreak onions,Zion Williamson,
10/21/2021T22:00:1634868005Z,Crown Jewel 2021,Europa League,Moderna booster shot,Uncharted movie,Kyrsten Sinema,Timberwolves,Snap stock,Appalachian State football,Gwyneth Paltrow,Ethereum,MLS,Brian Laundrie update,Champions League,Celtics,Bulls,Deshaun Watson,TRUTH Social,Suns,Condoleezza Rice,LaMelo Ball,
10/21/2021T23:00:1634871606Z,Crown Jewel 2021,Uncharted movie,Europa League,Moderna booster shot,Tornado warning,Snap stock,Chris Duarte,Kyrsten Sinema,Timberwolves,Gwyneth Paltrow,Ethereum,MLS,Brian Laundrie,Champions League,Celtics,Truth Social,Bulls,Deshaun Watson,Coastal Carolina football,Condoleezza Rice,
10/22/2021T00:00:1634875206Z,Crown Jewel 2021,Uncharted movie,Europa League,Tornado warning,Moderna booster shot,Snap stock,Chris Duarte,Kyrsten Sinema,Timberwolves,Gwyneth Paltrow,Ethereum,MLS,Brian Laundrie,Champions League,Celtics,Truth Social,Bulls,Deshaun Watson,Browns,Salmonella outbreak onions,
10/22/2021T01:00:1634878815Z,Crown Jewel 2021,Tornado warning,Europa League,Snap stock,Moderna booster shot,Ron's Gone Wrong,Timberwolves,Uncharted,Gwyneth Paltrow,MLS,Brian Laundrie,Champions League,Celtics,Cleveland Browns,Truth Social,Deshaun Watson,Bulls,Salmonella outbreak onions,Condoleezza Rice,Suns,
10/22/2021T02:00:1634882412Z,Dune,Crown Jewel 2021,Uncharted movie,Tornado warning,Europa League,Snap stock,Miami Heat,Moderna booster shot,Ron's Gone Wrong,Chris Duarte,Timberwolves,Justin Turner,Hyperthermia,Gwyneth Paltrow,NBA 75 list,MLS,Brian Laundrie,Cleveland Browns,Champions League,Celtics,
10/22/2021T03:00:1634886006Z,Dune,Crown Jewel 2021,Uncharted movie,Miami Heat,Dallas Mavericks,Tornado warning,Europa League,Snap stock,Ron's Gone Wrong,Moderna booster shot,Oscar Isaac,Chris Duarte,Hyperthermia,NBA 75 list,Timberwolves,Rebecca Ferguson,Justin Turner,Gwyneth Paltrow,Ethereum,Myles Garrett,
10/22/2021T04:00:1634889606Z,Dune,Crown Jewel 2021,Alec Baldwin,Miami Heat,Uncharted movie,Dallas Mavericks,Tornado warning,NBA 75 list,Europa League,Snap stock,Ron's Gone Wrong,Moderna booster shot,Oscar Isaac,Hyperthermia,Chris Duarte,Rebecca Ferguson,Timberwolves,Kawhi Leonard,Gwyneth Paltrow,MLS,
10/22/2021T05:00:1634893207Z,Dune,Alec Baldwin,Crown Jewel 2021,Miami Heat,Uncharted movie,Dallas Mavericks,Tornado warning,NBA 75 list,Europaleague,Snap stock,Ron's Gone Wrong,Brandon Lee,Oscar Isaac,Hyperthermia,Moderna booster shot,Rebecca Ferguson,Chris Duarte,Kawhi Leonard,Clippers,Clippers vs Warriors,
10/22/2021T06:00:1634896806Z,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,NBA 75 list,Uncharted movie,Dallas Mavericks,Tornado warning,Europa League,Snap stock,Ron's Gone Wrong,Oscar Isaac,Hyperthermia,Albert Pujols,Rebecca Ferguson,Moderna booster shot,Clippers vs Warriors,Clippers,Chris Duarte,Timberwolves,
10/22/2021T07:00:1634900405Z,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,Uncharted movie,Dallas Mavericks,NBA 75th Anniversary Team,Brandon Lee,Tornado warning,Europa League,Snap stock,Ron's Gone Wrong,Oscar Isaac,Hyperthermia,Clippers vs Warriors,Albert Pujols,NBA 75 list,Moderna booster shot,Kawhi Leonard,Clippers,
10/22/2021T08:00:1634904005Z,Lil Durk,Alec Baldwin,Dune,Crown Jewel 2021,Warriors,Miami Heat,Uncharted movie,NBA 75 list,Dallas Mavericks,Europa League,Snap stock,Ron's Gone Wrong,Oscar Isaac,Hyperthermia,Albert Pujols,Moderna booster shot,Kawhi Leonard,Clippers,Chris Duarte,Bruce Lee,
10/22/2021T09:00:1634907606Z,Lil Durk,Alec Baldwin,Dune,Crown Jewel 2021,NBA 75 list,Miami Heat,Uncharted movie,Dallas Mavericks,Tornado warning,Europa League,Snap stock,Oscar Isaac,Ron's Gone Wrong,Hyperthermia,Moderna booster shot,Kawhi Leonard,Clippers,Chris Duarte,Timberwolves,Gwyneth Paltrow,
10/22/2021T10:00:1634911205Z,Lil Durk,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,Uncharted movie,NBA 75th Anniversary Team,Dallas Mavericks,Tornado warning,Europa League,Snap stock,Oscar Isaac,Hyperthermia,Ron's Gone Wrong,NBA 75 list,Moderna booster shot,Kawhi Leonard,Clippers,Chris Duarte,Timberwolves,
10/22/2021T11:00:1634914806Z,Lil Durk,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,Uncharted movie,NBA 75th Anniversary Team,Dallas Mavericks,Snap stock,Europa League,Rebecca Ferguson,Oscar Isaac,Ron's Gone Wrong,NBA 75 list,Moderna booster shot,Kawhi Leonard,Clippers,Chris Duarte,Timberwolves,Gwyneth Paltrow,
10/22/2021T12:00:1634918405Z,Lil Durk,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,Uncharted movie,NBA 75th Anniversary Team,Dallas Mavericks,Snap stock,Europa League,Hyperthermia,Rebecca Ferguson,Oscar Isaac,Ron's Gone Wrong,NBA 75 list,Moderna booster shot,Kawhi Leonard,Clippers,Chris Duarte,Timberwolves,
10/22/2021T13:00:1634922006Z,Lil Durk,Top 75 NBA players,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,Uncharted movie,Dallas Mavericks,NBA 75th Anniversary Team,Snap stock,Europa League,Hyperthermia,Ron's Gone Wrong,NBA 75 list,Oscar Isaac,Moderna booster shot,Kawhi Leonard,Kyrsten Sinema,Clippers,Chris Duarte,
10/22/2021T14:00:1634925606Z,Lil Durk,Tommy DeBarge,Top 75 nba players,Critical Role Campaign 3,Alec Baldwin,Dune,Crown Jewel 2021,Miami Heat,NBA 75 list,Uncharted movie,Dallas Mavericks,Tornado warning,Snap stock,Europa League,Hyperthermia,Ron's Gone Wrong,Oscar Isaac,Moderna booster shot,Kawhi Leonard,Clippers,
10/22/2021T15:00:1634929205Z,Lil Durk,Hailey Baldwin,Tommy DeBarge,Critical Role Campaign 3,Alec Baldwin,Dune,Crown Jewel 2021,Albert Pujols,Miami Heat,Uncharted movie,Snap stock,NBA 75 list,Dallas Mavericks,Europa League,Hyperthermia,Ron's Gone Wrong,NBA top 75 list,Oscar Isaac,Moderna booster shot,Kawhi Leonard,
10/22/2021T16:00:1634932806Z,Lil Durk,Hailey Baldwin,Tommy DeBarge,Top 75 nba players,Jon-Erik Hexum,Critical Role Campaign 3,Teresa Giudice,Alec Baldwin,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Uncharted movie,Snap stock,Dallas Mavericks,Hyperthermia,Europa League,Ron's Gone Wrong,Oscar Isaac,
10/22/2021T17:00:1634936406Z,Hailey Baldwin,Tommy DeBarge,Top 75 nba players,Critical Role Campaign 3,Teresa Giudice,Alec Baldwin,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Uncharted movie,Snap stock,Dallas Mavericks,Hyperthermia,Ron's Gone Wrong,Europa League,Albert Pujols,Kawhi Leonard,Moderna booster shot,
10/22/2021T18:00:1634940006Z,Critical Role Campaign 3,Klay Thompson,Hailey Baldwin,Top 75 NBA Players,Teresa Giudice,Alec Baldwin,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Denver Broncos,Uncharted movie,Snap stock,Dallas Mavericks,Ron's Gone Wrong,Hyperthermia,Europa League,Oscar Isaac,Albert Pujols,
10/22/2021T19:00:1634943606Z,Queen Elizabeth,Peter Scolari,Critical Role Campaign 3,Klay Thompson,Hailey Baldwin,Lil Durk,Top-75 NBA players,Dune book,Teresa Giudice,Dune 2021,Alec Baldwin,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Snap stock,Uncharted movie,Dallas Mavericks,Ron's Gone Wrong,
10/22/2021T20:00:1634947206Z,Peter Scolari,Queen Elizabeth,Klay Thompson,Hailey Baldwin,Critical Role Campaign 3,Tommy DeBarge,Lil Durk,Teresa Giudice,Dune 2021,Alec Baldwin,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Brian Laundrie remains,Snap stock,Uncharted movie,Dallas Mavericks,Ron's Gone Wrong,
10/22/2021T21:00:1634950807Z,Peter Scolari,Queen Elizabeth,Klay Thompson,Hailey Baldwin,Critical Role Campaign 3,Tommy DeBarge,Lil Durk,Top 75 NBA players,Arsenal,Teresa Giudice,GMC,French Dispatch,Alec Baldwin,Browns,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,Brian Laundrie notebook,
10/22/2021T22:00:1634954406Z,Peter Scolari,Queen Elizabeth,The French Dispatch,Hailey Baldwin,Klay Thompson,Critical Role Campaign 3,Lil Durk,Jason Momoa,Top 75 NBA players,Arsenal,Teresa Giudice,Dune 2021,GMC,Alec Baldwin,Browns,Dune,Warriors,Crown Jewel 2021,Miami Heat,NBA 75 list,
10/22/2021T23:00:1634958006Z,Peter Scolari,Jon-Erik Hexum,Queen Elizabeth,The French Dispatch,Hailey Baldwin,Klay Thompson,Tommy DeBarge,Sid and Nancy,Lil Durk,Jason Momoa,Arsenal,Dune' 2021,Teresa Giudice,GMC,Dwight Howard,Critical Role,Alec Baldwin,Cleveland Browns,Dune,Warriors,
10/23/2021T00:00:1634961606Z,Peter Scolari,Jon-Erik Hexum,The French Dispatch,Queen Elizabeth,Hailey Baldwin,Arsenal,Klay Thompson,Bucks,Tommy DeBarge,Critical Role Campaign 3,Jason Momoa,Selma Blair,Dune 2021,Teresa Giudice,GMC,Alec Baldwin,Browns,Dune,Warriors,Crown Jewel 2021,
10/23/2021T01:00:1634965206Z,Peter Scolari,The French Dispatch,Queen Elizabeth,Hailey Baldwin,Arsenal,Klay Thompson,Tommy DeBarge,Bucks,Critical Role Campaign 3,2022 GMC Sierra 1500,Lil Durk,Jason Momoa,Top 75 nba players,Selma Blair,Robert Sarver,Teresa Giudice,Locke and Key,Alec Baldwin,Browns,Dune,
10/23/2021T02:00:1634968806Z,Peter Scolari,Jon-Erik Hexum,The French Dispatch,Queen Elizabeth,Arsenal,Klay Thompson,Tommy DeBarge,Bucks,Critical Role Campaign 3,2022 GMC Sierra 1500,Jason Momoa,Top 75 NBA players,Selma Blair,Robert Sarver,Astros Game today,Locke and Key,Teresa Giudice,Dwight Howard,Alec Baldwin,Browns,
10/23/2021T03:00:1634972406Z,Peter Scolari,The French Dispatch,Queen Elizabeth,Arsenal,Klay Thompson,Tommy DeBarge,Bucks,Nets,Critical Role Campaign 3,2022 GMC Sierra 1500,Jason Momoa,Top 75 NBA players,Astros Game today,Selma Blair,Robert Sarver,Locke and Key,Arch Manning,Teresa Giudice,Alec Baldwin,Browns,
10/23/2021T04:00:1634976005Z,Peter Scolari,Astros score,The French Dispatch,Queen Elizabeth,Arsenal,Klay Thompson,Nets,Tommy DeBarge,2022 GMC Sierra 1500,Jason Momoa,Top 75 nba players,Selma Blair,Locke and Key,Robert Sarver,Arch Manning,Suns vs Lakers,Emma Watson,Critical Role Campaign 3,Teresa Giudice,Paul Walker,
10/23/2021T05:00:1634979606Z,Peter Scolari,Lakers,The French Dispatch,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Jason Momoa,Critical Role Campaign 3,2022 GMC Sierra 1500,Top 75 NBA players,Locke and Key,Robert Sarver,Selma Blair,Moderna COVID-19 vaccine booster shots,Emma Watson,Paul Walker,Yordan Alvarez,Teresa Giudice,
10/23/2021T06:00:1634983206Z,Peter Scolari,Lakers,The French Dispatch,Queen Elizabeth,Robert Sarver,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Jason Momoa,Critical Role Campaign 3,2022 GMC Sierra 1500,Lil Durk,Locke and Key,Top 75 NBA players,Selma Blair,Arch Manning,Paul Walker,Moderna COVID-19 vaccine booster shots,Emma Watson,
10/23/2021T07:00:1634986805Z,Peter Scolari,Lakers,The French Dispatch,Robert Sarver,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Jason Momoa,Critical Role Campaign 3,2022 GMC Sierra 1500,Lil Durk,Locke and Key,Top 75 NBA Players,Sixers,Paul Walker,Selma Blair,Moderna COVID-19 vaccine booster shots,Emma Watson,
10/23/2021T08:00:1634990405Z,Rockstar Games Grand Theft Auto Trilogy,Luis Garcia,Lakers,Peter Scolari,The French Dispatch,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Jason Momoa,Critical Role Campaign 3,2022 GMC Sierra 1500,Lil Durk,Locke and Key,Paul Walker,Robert Sarver,Top 75 NBA Players,Sixers,Selma Blair,
10/23/2021T09:00:1634994005Z,Rockstar Games Grand Theft Auto Trilogy,Luis Garcia,Peter Scolari,Lakers,The French Dispatch,Robert Sarver,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Bucks,Jason Momoa,Critical Role Campaign 3,2022 GMC Sierra 1500,Lil Durk,Locke and Key,Paul Walker,Top 75 NBA Players,Sixers,
10/23/2021T10:00:1634997606Z,Rockstar Games Grand Theft Auto Trilogy,Lakers,Peter Scolari,Astros Game today,The French Dispatch,Jason Momoa,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Bucks,Critical Role Campaign 3,2022 GMC Sierra 1500,Paul Walker,Lil Durk,Locke and Key,Top 75 NBA Players,Sixers,Phoenix Suns,
10/23/2021T11:00:1635001205Z,Rockstar Games Grand Theft Auto Trilogy,Lakers,Peter Scolari,Jason Momoa,The French Dispatch,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Bucks,Yordan Alvarez,Critical Role Campaign 3,2022 GMC Sierra 1500,Paul Walker,Locke and Key,Lil Durk,Robert Sarver,Top 75 NBA Players,Sixers,
10/23/2021T12:00:1635004806Z,Rockstar Games Grand Theft Auto Trilogy,Lakers,Peter Scolari,Jason Momoa,Jon-Erik Hexum,The French Dispatch,Queen Elizabeth,Arsenal,Nets,Klay Thompson,Tommy DeBarge,Bucks,Yordan Alvarez,Critical Role Campaign 3,Paul Walker,2022 GMC Sierra 1500,Locke and Key,Lil Durk,Robert Sarver,Sixers,
10/23/2021T13:00:1635008406Z,Bruins,Rockstar Games Grand Theft Auto Trilogy,Peter Scolari,Lakers,Jason Momoa,Nets,Astros Game today,The French Dispatch,Robert Sarver,Queen Elizabeth,Arsenal,Klay Thompson,Tommy DeBarge,Bucks,Paul Walker,Critical Role Campaign 3,2022 GMC Sierra 1500,Locke and Key,Lil Durk,Sixers,
10/23/2021T14:00:1635012005Z,Bruins,Rockstar Games Grand Theft Auto Trilogy,John Mulaney,Lakers,Peter Scolari,Jason Momoa,Nets,The French Dispatch,Paul Walker,Arsenal,Queen Elizabeth,Klay Thompson,Tommy DeBarge,Yordan Alvarez,Bucks,Critical Role Campaign 3,2022 GMC Sierra 1500,Locke and Key,Lil Durk,Robert Sarver,
10/31/2021T18:00:1635717614Z,India vs New Zealand,When is Daylight Savings,Arsenal,Calvin Ridley,Utah Jazz,Sixers,Halloween,Michigan football,Octavio Ocaña,Georgia football,Aurora borealis,UFC 267,Manchester United,Pete Davidson,Auburn football,Nebraska football,Penn State vs Ohio State,Baylor football,Celtics,Pitt Football,
10/31/2021T19:00:1635721205Z,Cleveland Browns,India vs New Zealand,When is Daylight Savings,Kal Penn,Arsenal,Calvin Ridley,49ers vs Bears,Sixers,Halloween,Michigan football,Octavio Ocaña,Georgia football,Aurora borealis,UFC 267,Manchester United,Pete Davidson,Auburn football,Nebraska football,Penn State vs Ohio State,Celtics,
10/31/2021T20:00:1635724805Z,Cleveland Browns,Happy Halloween!,Buffalo Bills,India vs New Zealand,Hilaria Baldwin,Kal Penn,When is Daylight Savings,49ers vs Bears,Calvin Ridley,Arsenal,Eagles vs Lions,Utah Jazz,Sixers,Halloween,Michigan football,Georgia Football,Octavio Ocaña,Aurora borealis,UFC 267,Manchester United,
10/31/2021T21:00:1635728406Z,Cleveland Browns,Buffalo Bills,Dak Prescott,49ers vs Bears,Calvin Ridley,India vs New Zealand,Trick-or-treat,Kal Penn,Hilaria Baldwin,Titans vs Colts,When is Daylight Savings,Eagles vs Lions,Arsenal,John Wick,Utah Jazz,Sixers,Bengals vs Jets,Halloween,Michigan football,Georgia football,
10/31/2021T22:00:1635732005Z,Steelers,Buffalo Bills,Mike White,Colts,Happy Halloween!,Dak Prescott,Calvin Ridley,49ers vs Bears,Broncos,India vs New Zealand,Kal Penn,Trick-or-treat,Hilaria Baldwin,Eagles vs Lions,Samhain,When is Daylight Savings,Arsenal,Buccaneers vs Saints,Patriots vs Chargers,John Wick,
10/31/2021T23:00:1635735607Z,Steelers,Buffalo Bills,Colts,Dak Prescott,Jameis Winston,Mike White,Broncos,Calvin Ridley,Kal Penn,49ers vs Bears,India vs New Zealand,Trick or treat,Samhain,Eagles vs Lions,Hilaria Baldwin,Patriots vs Chargers,Arsenal,Trick-or-treat times,John Wick,Jimmy Garoppolo,
11/01/2021T00:00:1635739209Z,Steelers,Jameis Winston,Jets,Dak Prescott,Buffalo Bills,Colts,Broncos,Calvin Ridley,49ers vs Bears,Kal Penn,India vs New Zealand,Jaguars vs Seahawks,Samhain,Eagles vs Lions,Hilaria Baldwin,Arsenal,John Wick,Utah Jazz,Dexter: New Blood,Martinsville Speedway,
11/01/2021T01:00:1635742808Z,Steelers,Saints,Jets,Dak Prescott,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,Kal Penn,49ers vs Bears,Broncos,India vs New Zealand,Patriots vs Chargers,Trick-or-treat,Samhain,Eagles vs Lions,Hilaria Baldwin,Arsenal,John Wick,
11/01/2021T02:00:1635746408Z,Steelers,Saints,Dak Prescott,Jets,Seahawks,Broncos,Colts,Buffalo Bills,Chipotle,Kal Penn,Calvin Ridley,Trick-or-treat,49ers vs Bears,India vs New Zealand,Samhain,Eagles vs Lions,Hilaria Baldwin,Arsenal,Jen Psaki,John Wick,
11/01/2021T03:00:1635750008Z,Dak Prescott,Saints,Steelers,Mike White,Alpo Martinez,Buffalo Bills,Seahawks,Broncos,Colts,Chipotle,Kal Penn,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Trick-or-treat,Samhain,Taysom Hill,Eagles vs Lions,Hilaria Baldwin,
11/01/2021T04:00:1635753618Z,Dallas Cowboys,Steelers,Jameis Winston,Mike White,Buffalo Bills,Seahawks,Broncos,Colts,Chipotle,Kal Penn,Calvin Ridley,49ers vs Bears,India vs New Zealand,Trick-or-treat,Samhain,Taysom Hill,Eagles vs Lions,Hilaria Baldwin,When is Daylight Savings,Jen Psaki,
11/01/2021T05:00:1635757212Z,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Buffalo Bills,Seahawks,Kal Penn,Colts,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Samhain,Trick-or-treat,Taysom Hill,Eagles vs Lions,Day of the Dead,Hilaria Baldwin,
11/01/2021T06:00:1635760811Z,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Seahawks,Kal Penn,Colts,Chipotle,Buffalo Bills,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Samhain,Trick-or-treat,Taysom Hill,Eagles vs Lions,Day of the Dead,Hilaria Baldwin,
11/01/2021T07:00:1635764411Z,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Seahawks,Kal Penn,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Samhain,Trick-or-treat,Taysom Hill,Harry Styles,Eagles vs Lions,Day of the Dead,
11/01/2021T08:00:1635768006Z,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Kal Penn,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Samhain,Trick-or-treat,Taysom Hill,Harry Styles,Eagles vs Lions,Day of the Dead,
11/01/2021T09:00:1635771606Z,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Kal Penn,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Trick-or-treat,Taysom Hill,Harry Styles,Eagles vs Lions,Jen Psaki,Hilaria Baldwin,
11/01/2021T10:00:1635775205Z,Dallas Cowboys,Saints,Steelers,Mike White,Kal Penn,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Patriots vs Chargers,Samhain,Trick-or-treat,Taysom Hill,Ole Miss football,Harry Styles,Eagles vs Lions,
11/01/2021T11:00:1635778807Z,Dallas Cowboys,Saints,Steelers,Mike White,Kal Penn,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Samhain,Trick-or-treat,Taysom Hill,Harry Styles,Eagles vs Lions,Day of the Dead,Jen Psaki,
11/01/2021T12:00:1635782406Z,Dallas Cowboys,Saints,Steelers,Mike White,Kal Penn,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Samhain,Trick-or-treat,Taysom Hill,Rockets vs Lakers,Harry Styles,Eagles vs Lions,Day of the Dead,
11/01/2021T13:00:1635786006Z,Tropical Storm Wanda,Dallas Cowboys,Saints,Steelers,Mike White,Kal Penn,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,49ers vs Bears,India vs New Zealand,Trick-or-treat,Taysom Hill,Rockets vs Lakers,BYU Football,Harry Styles,Eagles vs Lions,
11/01/2021T14:00:1635789606Z,Veterans Day 2021,Tropical Storm Wanda,Christmas,Dallas Cowboys,Saints,Steelers,Mike White,Kal Penn,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,Dia de los Muertos,49ers vs Bears,India vs New Zealand,Samhain,Trick-or-treat,Taysom Hill,
11/01/2021T15:00:1635793206Z,Tropical Storm Wanda,Huma Abedin,Christmas,Steve Buscemi,Dallas Cowboys,Saints,Steelers,Mike White,Broncos,Seahawks,Colts,Buffalo Bills,Chipotle,Calvin Ridley,Dia de los Muertos,49ers vs Bears,Trick-or-treat,India vs New Zealand,Samhain,Taysom Hill,
11/01/2021T16:00:1635796805Z,Tropical Storm Wanda,Huma Abedin,Christmas,Dallas Cowboys,Jameis Winston,Steelers,Mike White,Alpo Martinez,Derrick Henry,Kal Penn,Broncos,Seahawks,Buffalo Bills,Chipotle,Calvin Ridley,Dia de los Muertos,49ers vs Bears,India vs New Zealand,Samhain,Trick-or-treat,
11/01/2021T17:00:1635800408Z,Mariah Carey,Huma Abedin,Tropical Storm Wanda,Dallas Cowboys,Jameis Winston,Mike White,Derrick Henry,Alpo Martinez,Cleveland Browns,Kal Penn,Broncos,Seahawks,Buffalo Bills,Chipotle,Calvin Ridley,Dia de los Muertos,49ers vs Bears,India vs New Zealand,Samhain,Trick-or-treat,
11/01/2021T18:00:1635804006Z,Von Miller,Mariah Carey,Huma Abedin,Tropical Storm Wanda,Adrian Peterson,Steve Buscemi,Dallas Cowboys,Jameis Winston,Steelers,Mike White,Derrick Henry,Alpo' Martinez,Kal Penn,Broncos,Seahawks,Buffalo Bills,Chipotle,Dia de Los Muertos,49ers vs Bears,Patriots vs Chargers,
11/01/2021T19:00:1635807606Z,Von Miller,Mariah Carey,November,Huma Abedin,Adrian Peterson,Tropical Storm Wanda,Diwali,Steve Buscemi,NFL trade deadline,Melania Trump,Robinhood Shiba Inu,Dallas Cowboys,Jameis Winston,Steelers,Mike White,Derrick Henry,Alpo Martinez,Kal Penn,Broncos,Seahawks,
11/01/2021T20:00:1635811206Z,Von Miller,Mariah Carey,Adrian Peterson,Huma Abedin,Tropical Storm Wanda,Diwali,NFL trade deadline,Melania Trump,Robinhood Shiba Inu,Turkey,Kyle Rittenhouse,Dallas Cowboys,Jameis Winston,Steelers,Derrick Henry,Mike White,Kal Penn,Broncos,Seahawks,Dia de los Muertos,
11/01/2021T21:00:1635814806Z,Von Miller,Dia de los Muertos,Adrian Peterson,Mariah Carey,Huma Abedin,Diwali,Tropical Storm Wanda,Kyle Rittenhouse,Turkey,Melania Trump,Robinhood Shiba Inu,Lucid stock,Dallas Cowboys,Jameis Winston,Steelers,Derrick Henry,Mike White,Alpo' Martinez,Kal Penn,Broncos,
11/01/2021T22:00:1635818406Z,Von Miller,Adrian Peterson,Mariah Carey,Huma Abedin,Diwali,Tropical Storm Wanda,NFL trade deadline,Kyle Rittenhouse,Turkey,Melania Trump,Robinhood Shiba Inu,Lucid stock,Dallas Cowboys,Jameis Winston,Steelers,Derrick Henry,Mike White,Alpo Martinez,Kal Penn,Broncos,
11/01/2021T23:00:1635822007Z,Adrian Peterson,Mariah Carey,Huma Abedin,Diwali,Tropical Storm Wanda,NFL trade deadline,Steve Buscemi,Kyle Rittenhouse,Turkey,Joe Manchin,Robinhood Shiba Inu,Melania Trump,Dallas Cowboys,Jameis Winston,Steelers,Derrick Henry,Mike White,Von Miller,Kal Penn,Dia de los Muertos,
